name , value
EPFL_00001_1192x832_24bit_sRGB_001.png , 4.704084925141972
EPFL_00001_1192x832_24bit_sRGB_002.png , 3.426214829633454
EPFL_00001_1192x832_24bit_sRGB_003.png , 2.693759679917398
EPFL_00001_1192x832_24bit_sRGB_004.png , 2.296120773102736
EPFL_00001_1192x832_24bit_sRGB_005.png , 2.019605866029943
EPFL_00001_1192x832_24bit_sRGB_006.png , 1.8147183144037171
EPFL_00001_1192x832_24bit_sRGB_007.png , 1.659327407072793
EPFL_00001_1192x832_24bit_sRGB_008.png , 1.5265431401652039
EPFL_00001_1192x832_24bit_sRGB_009.png , 1.4173173722250902
EPFL_00001_1192x832_24bit_sRGB_010.png , 1.3211796592669076
EPFL_00002_853x945_24bit_sRGB_001.png , 3.4368633580825843
EPFL_00002_853x945_24bit_sRGB_002.png , 2.3609222352481436
EPFL_00002_853x945_24bit_sRGB_003.png , 1.7680567185842684
EPFL_00002_853x945_24bit_sRGB_004.png , 1.432831525211361
EPFL_00002_853x945_24bit_sRGB_005.png , 1.2050540575745734
EPFL_00002_853x945_24bit_sRGB_006.png , 1.0361239819622001
EPFL_00002_853x945_24bit_sRGB_007.png , 0.9102315512632042
EPFL_00002_853x945_24bit_sRGB_008.png , 0.8092248336093588
EPFL_00002_853x945_24bit_sRGB_009.png , 0.7295905518648778
EPFL_00002_853x945_24bit_sRGB_010.png , 0.6657660172314334
EPFL_00003_945x840_24bit_sRGB_001.png , 3.44159234063996
EPFL_00003_945x840_24bit_sRGB_002.png , 2.199455782312925
EPFL_00003_945x840_24bit_sRGB_003.png , 1.6158478206097253
EPFL_00003_945x840_24bit_sRGB_004.png , 1.2947593852355757
EPFL_00003_945x840_24bit_sRGB_005.png , 1.0863492063492064
EPFL_00003_945x840_24bit_sRGB_006.png , 0.9341295036533132
EPFL_00003_945x840_24bit_sRGB_007.png , 0.8155051650289745
EPFL_00003_945x840_24bit_sRGB_008.png , 0.725124716553288
EPFL_00003_945x840_24bit_sRGB_009.png , 0.654069035021416
EPFL_00003_945x840_24bit_sRGB_010.png , 0.5946082136558327
EPFL_00004_2000x2496_24bit_sRGB_001.png , 3.5359342948717947
EPFL_00004_2000x2496_24bit_sRGB_002.png , 2.5137403846153847
EPFL_00004_2000x2496_24bit_sRGB_003.png , 1.9982467948717948
EPFL_00004_2000x2496_24bit_sRGB_004.png , 1.7060360576923077
EPFL_00004_2000x2496_24bit_sRGB_005.png , 1.5057291666666666
EPFL_00004_2000x2496_24bit_sRGB_006.png , 1.3575200320512821
EPFL_00004_2000x2496_24bit_sRGB_007.png , 1.2403709935897436
EPFL_00004_2000x2496_24bit_sRGB_008.png , 1.140997596153846
EPFL_00004_2000x2496_24bit_sRGB_009.png , 1.0535849358974358
EPFL_00004_2000x2496_24bit_sRGB_010.png , 0.976667467948718
EPFL_00005_560x888_24bit_sRGB_001.png , 4.341948198198198
EPFL_00005_560x888_24bit_sRGB_002.png , 3.2712918275418277
EPFL_00005_560x888_24bit_sRGB_003.png , 2.664301801801802
EPFL_00005_560x888_24bit_sRGB_004.png , 2.269449806949807
EPFL_00005_560x888_24bit_sRGB_005.png , 1.9623954311454312
EPFL_00005_560x888_24bit_sRGB_006.png , 1.7118162805662807
