name , value
EPFL_00001_1192x832_r1.png , 1.9234681530717606
EPFL_00001_1192x832_r2.png , 1.5855583699019102
EPFL_00001_1192x832_r3.png , 1.3706763035622096
EPFL_00001_1192x832_r4.png , 1.2133816791430045
EPFL_00001_1192x832_r5.png , 1.007066339700568
EPFL_00001_1192x832_r6.png , 0.8395392359318534
EPFL_00001_1192x832_r7.png , 0.7234124935467218
EPFL_00002_853x945_r1.png , 0.919014744102669
EPFL_00002_853x945_r2.png , 0.810688699082603
EPFL_00002_853x945_r3.png , 0.6651804710421357
EPFL_00002_853x945_r4.png , 0.5673942574294274
EPFL_00002_853x945_r5.png , 0.4956648492404647
EPFL_00002_853x945_r6.png , 0.3993425011010005
EPFL_00002_853x945_r7.png , 0.3530843521464858
EPFL_00003_945x840_r1.png , 0.9326429831191736
EPFL_00003_945x840_r2.png , 0.8021264802217183
EPFL_00003_945x840_r3.png , 0.5839052658100277
EPFL_00003_945x840_r4.png , 0.4667674477198287
EPFL_00003_945x840_r5.png , 0.3781708238851096
EPFL_00003_945x840_r6.png , 0.2931418493323255
EPFL_00003_945x840_r7.png , 0.22862685815066766
EPFL_00004_2000x2496_r1.png , 0.9271698717948718
EPFL_00004_2000x2496_r2.png , 0.765676282051282
EPFL_00004_2000x2496_r3.png , 0.6277732371794872
EPFL_00004_2000x2496_r4.png , 0.5080713141025641
EPFL_00004_2000x2496_r5.png , 0.4243934294871795
EPFL_00004_2000x2496_r6.png , 0.36208413461538463
EPFL_00004_2000x2496_r7.png , 0.2988766025641026
EPFL_00005_560x888_r1.png , 1.5048986486486486
EPFL_00005_560x888_r2.png , 1.2386583011583012
EPFL_00005_560x888_r3.png , 0.9638754826254826
EPFL_00005_560x888_r4.png , 0.7916023166023166
EPFL_00005_560x888_r5.png , 0.644481981981982
EPFL_00005_560x888_r6.png , 0.5078024453024453
EPFL_00005_560x888_r7.png , 0.41430984555984557
EPFL_00006_2048x1536_r1.png , 1.5446357727050781
EPFL_00006_2048x1536_r2.png , 1.3360735575358074
EPFL_00006_2048x1536_r3.png , 1.0635172526041667
EPFL_00006_2048x1536_r4.png , 0.8929163614908854
EPFL_00006_2048x1536_r5.png , 0.7195396423339844
EPFL_00006_2048x1536_r6.png , 0.5775222778320312
EPFL_00006_2048x1536_r7.png , 0.47069040934244794
EPFL_00007_1600x1200_r1.png , 1.2077791666666666
EPFL_00007_1600x1200_r2.png , 0.9736229166666667
EPFL_00007_1600x1200_r3.png , 0.8309166666666666
EPFL_00007_1600x1200_r4.png , 0.6505979166666667
EPFL_00007_1600x1200_r5.png , 0.5478395833333334
EPFL_00007_1600x1200_r6.png , 0.44643333333333335
EPFL_00007_1600x1200_r7.png , 0.3642020833333333
EPFL_00008_1430x1834_r1.png , 2.443669307791445
EPFL_00008_1430x1834_r2.png , 1.7880287651280018
EPFL_00008_1430x1834_r3.png , 1.4269135444707963
EPFL_00008_1430x1834_r4.png , 1.188269745521654
EPFL_00008_1430x1834_r5.png , 0.8941943552630576
EPFL_00008_1430x1834_r6.png , 0.7222304413144108
EPFL_00008_1430x1834_r7.png , 0.5589052169204841
EPFL_00009_2048x1536_r1.png , 2.1542676289876304
EPFL_00009_2048x1536_r2.png , 1.6910794576009114
EPFL_00009_2048x1536_r3.png , 1.1962318420410156
EPFL_00009_2048x1536_r4.png , 0.9302775065104166
EPFL_00009_2048x1536_r5.png , 0.7008590698242188
EPFL_00009_2048x1536_r6.png , 0.5259819030761719
EPFL_00009_2048x1536_r7.png , 0.37503687540690106
EPFL_00010_2592x1946_r1.png , 1.014269536751551
EPFL_00010_2592x1946_r2.png , 0.9047856952533212
EPFL_00010_2592x1946_r3.png , 0.7550174146397168
EPFL_00010_2592x1946_r4.png , 0.6493701863905701
EPFL_00010_2592x1946_r5.png , 0.5470916917259843
EPFL_00010_2592x1946_r6.png , 0.4543111542512022
EPFL_00010_2592x1946_r7.png , 0.3836145369418751
