Reconstruct, Original, Codec, BPP, MS-SSIM (PyTorch), MS-SSIM (IQA), PSNR_Y, PSNR_U, PSNR_V, VIF, FSIM, NLPD, IW-SSIM, VMAF, PSNR_HVS, MAC/pxl, DecGPU, DecCPU, EncGPU, EncCPU
EPFL_00001_1192x832_24bit_sRGB_001.png, 00001_1192x832.png, EPFL, -1, 0.9995988607406616, 0.9995990991592407, 46.70031170236608, 37.934184437239566, 44.92374950386179, 0.9177621006965637, 0.9997644424438477, 0.025419296696782112, 0.999668300151825, 95.980457, 46.60654204248317, None, None, None, None, None
EPFL_00001_1192x832_24bit_sRGB_002.png, 00001_1192x832.png, EPFL, -1, 0.999383270740509, 0.999381959438324, 44.51484220481632, 36.857905114210496, 43.58805464889679, 0.883623480796814, 0.9996243119239807, 0.03195097669959068, 0.9994563460350037, 95.583855, 44.45333309402325, None, None, None, None, None
EPFL_00001_1192x832_24bit_sRGB_003.png, 00001_1192x832.png, EPFL, -1, 0.9991369247436523, 0.9991371035575867, 42.801828338948546, 36.1458036677471, 42.58706252925904, 0.8519947528839111, 0.999471127986908, 0.038252171128988266, 0.9992035627365112, 95.157455, 42.692622863225026, None, None, None, None, None
EPFL_00001_1192x832_24bit_sRGB_004.png, 00001_1192x832.png, EPFL, -1, 0.9988575577735901, 0.998856246471405, 41.37613897154114, 35.651338245891566, 41.77448921245549, 0.8228168487548828, 0.9992933869361877, 0.044448837637901306, 0.9988928437232971, 94.634551, 41.20521814549423, None, None, None, None, None
EPFL_00001_1192x832_24bit_sRGB_005.png, 00001_1192x832.png, EPFL, -1, 0.9982944130897522, 0.9982922673225403, 39.282855216375935, 35.050037432075506, 41.32929156195772, 0.7752588391304016, 0.9989185929298401, 0.055194366723299026, 0.9982344508171082, 93.798598, 39.08467945039025, None, None, None, None, None
EPFL_00001_1192x832_24bit_sRGB_006.png, 00001_1192x832.png, EPFL, -1, 0.9974753856658936, 0.9974713921546936, 37.25131003709532, 34.51795700511336, 40.258432089468926, 0.7266746163368225, 0.9983389377593994, 0.06786350160837173, 0.9971939325332642, 92.499083, 36.855291209270696, None, None, None, None, None
EPFL_00001_1192x832_24bit_sRGB_007.png, 00001_1192x832.png, EPFL, -1, 0.9965760707855225, 0.9965697526931763, 35.69657470371022, 34.17074989698135, 39.53301185376466, 0.6871313452720642, 0.9976649880409241, 0.07958134263753891, 0.9959812164306641, 91.102843, 35.18575906079544, None, None, None, None, None
EPFL_00002_853x945_24bit_sRGB_001.png, 00002_853x945.png, EPFL, -1, 0.9988757371902466, 0.9988710880279541, 47.867926911888226, 50.68477197165341, 50.538437749062176, 0.8840624094009399, 0.9996786117553711, 0.03225403651595116, 0.9987576007843018, 95.638972, 48.187190312649015, None, None, None, None, None
EPFL_00002_853x945_24bit_sRGB_002.png, 00002_853x945.png, EPFL, -1, 0.9985889196395874, 0.9985830187797546, 46.97208641742233, 50.34190535573953, 50.15365172266657, 0.8643783926963806, 0.9995996952056885, 0.035758305341005325, 0.9984338283538818, 95.382477, 47.100108381576945, None, None, None, None, None
EPFL_00002_853x945_24bit_sRGB_003.png, 00002_853x945.png, EPFL, -1, 0.9979960918426514, 0.9979895353317261, 45.53417778340825, 49.810090177899454, 49.55388499012139, 0.8285630941390991, 0.9994285702705383, 0.04200584068894386, 0.9977526664733887, 95.018828, 45.39382699844357, None, None, None, None, None
EPFL_00002_853x945_24bit_sRGB_004.png, 00002_853x945.png, EPFL, -1, 0.9974251985549927, 0.9974162578582764, 44.44963832734838, 49.568391010968995, 49.08299015647758, 0.7992979288101196, 0.999288022518158, 0.047246236354112625, 0.9971076846122742, 94.513823, 44.20026173578228, None, None, None, None, None
EPFL_00002_853x945_24bit_sRGB_005.png, 00002_853x945.png, EPFL, -1, 0.9969184398651123, 0.9969078898429871, 43.64634707494304, 49.29837899491786, 48.72819203903908, 0.7762444019317627, 0.9991626143455505, 0.05144571140408516, 0.9965106248855591, 94.138457, 43.311571316059116, None, None, None, None, None
EPFL_00002_853x945_24bit_sRGB_006.png, 00002_853x945.png, EPFL, -1, 0.9958671927452087, 0.9958537817001343, 42.41739285169109, 48.85360103948584, 48.554001023869674, 0.7389837503433228, 0.9988802075386047, 0.05909581109881401, 0.9951880574226379, 93.362603, 41.81210555611236, None, None, None, None, None
EPFL_00002_853x945_24bit_sRGB_007.png, 00002_853x945.png, EPFL, -1, 0.9949374794960022, 0.9949212074279785, 41.63524276669556, 48.58987953724701, 48.16194021856066, 0.7136134505271912, 0.9985421895980835, 0.06497251242399216, 0.9939250349998474, 92.796595, 40.78933021657647, None, None, None, None, None
EPFL_00003_945x840_24bit_sRGB_001.png, 00003_945x840.png, EPFL, -1, 0.999215841293335, 0.9992120265960693, 49.25950423192446, 44.13064405683485, 50.63686532481089, 0.8937808275222778, 0.9997228384017944, 0.02741539664566517, 0.999173641204834, 95.77688, 49.454151968867095, None, None, None, None, None
EPFL_00003_945x840_24bit_sRGB_002.png, 00003_945x840.png, EPFL, -1, 0.9990154504776001, 0.9990109801292419, 48.29692075321117, 43.60922448212037, 50.04660223916095, 0.8732689023017883, 0.9996493458747864, 0.030507318675518036, 0.9989418983459473, 95.570567, 48.370027115646536, None, None, None, None, None
EPFL_00003_945x840_24bit_sRGB_003.png, 00003_945x840.png, EPFL, -1, 0.998397171497345, 0.998388946056366, 46.13339841562883, 42.56728212016014, 48.73771561484115, 0.8203975558280945, 0.9993811249732971, 0.038762930780649185, 0.9981186389923096, 94.831536, 45.8320722721905, None, None, None, None, None
